,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
5399,55,Charity Avenue,Rosemary,Williams,25,Daughter,Single,female,"Investment banker, corporate",None,None
5400,56,Charity Avenue,Declan,Baker,57,Head,Single,Male,Pension scheme manager,None,Christian
5401,56,Charity Avenue,Bradley,Parry,34,None,Single,Male,Nature conservation officer,None,Muslim
5402,56,Charity Avenue,Rosie,Kirby,59,None,Single,Female,Equality and diversity officer,None,None
5403,57,Charity Avenue,Jayne,Scott,34,Head,Married,Female,Unemployed,None,None
5404,57,Charity Avenue,Daniel,Scott,36,Husband,Married,Male,Acupuncturist,None,None
5405,57,Charity Avenue,Clifford,Scott,14,Son,NA,Male,Student,None,NA
5406,58,Charity Avenue,Leanne,Graham,48,Head,Single,Female,Public relations officer,None,None
5407,58,Charity Avenue,Brandon,Hardy,50,Partner,Single,Male,"Engineer, manufacturing",None,None
5408,58,Charity Avenue,Catherine,Graham,12,Daughter,NA,Female,Student,None,NA
5409,58,Charity Avenue,Roger,Graham,11,Son,NA,Male,Student,None,NA
5410,58,Charity Avenue,Jade,Graham,9,Daughter,NA,Female,Student,None,NA
5411,58,Charity Avenue,Rita,Graham,9,Daughter,NA,Female,Student,None,NA
5412,1,Repton Street,Jeremy,Sutton,62,Head,Single,Male,Corporate investment banker,None,Christian
5413,1,Repton Street,Amber,Hooper,58,Partner,Single,Female,Proofreader,None,Christian
5414,2,Repton Street,Clifford,Robson,57,Head,Single,Male,Magazine features editor,None,Methodist
5415,2,Repton Street,Caroline,Robson,31,Daughter,Single,Female,Geophysical data processor,None,Methodist
5416,2,Repton Street,Ellie,Robson,31,Daughter,Single,Female,Fitness centre manager,None,None
5417,3,Repton Street,Naomi,Brown,41,Head,Single,Female,Television production assistant,None,None
5418,3,Repton Street,Joyce,Brown,2,Daughter,NA,Female,Child,None,NA
5419,3,Repton Street,Alexander,Brown,1,Son,NA,male,Child,None,NA
5420,4,Repton Street,Abigail,Smith,64,Head,Married,Female,Software engineer,None,Christian
5421,4,Repton Street,Joshua,Smith,66,Husband,Married,Male,Phytotherapist,None,Christian
5422,5,Repton Street,Jamie,Hussain,71,Head,Married,Male,Unemployed,None,Christian
5423,5,Repton Street,Angela,Hussain,65,Wife,Married,Female,Unemployed,None,None
5424,6,Repton Street,Rachel,Blake,28,Head,Married,Female,Chiropodist,None,Catholic
5425,6,Repton Street,Rhys,Blake,31,Husband,Married,Male,Clinical psychologist,None,Catholic
5426,6,Repton Street,Joanna,Blake,2,Daughter,NA,Female,Child,None,NA
5427,7,Repton Street,Samuel,Todd,66,Head,Widowed,Male,Marine scientist,None,Methodist
5428,8,Repton Street,Stephanie,Richardson,23,Head,Divorced,Female,Learning mentor,None,Christian
5429,8,Repton Street,Kirsty,Richardson,5,Daughter,NA,Female,Student,None,NA
5430,9,Repton Street,Geraldine,White,57,Head,Divorced,Female,Unemployed,None,Christian
5431,9,Repton Street,Sean,White,10,Son,NA,Male,Student,None,NA
5432,10,Repton Street,Kelly,Johnson,33,Head,Married,Female,Unemployed,None,Methodist
5433,10,Repton Street,Alexander,Johnson,33,Husband,Married,Male,Financial trader,None,Methodist
5434,11,Repton Street,Charlene,Dickinson,58,Head,Married,Female,Unemployed,None,None
5435,11,Repton Street,Elliott,Dickinson,57,Husband,Married,Male,Unemployed,None,None
5436,11,Repton Street,Chloe,Dickinson,21,Daughter,Widowed,Female,University Student,None,None
5437,11,Repton Street,Olivia,Dickinson,7,Daughter,NA,Female,Student,None,NA
5438,12,Repton Street,Bethany,Collins,73,Head,Widowed,Female,Retired Manufacturing systems engineer,None,Christian
5439,13,Repton Street,Hollie,Bird,20,Head,Single,Female,University Student,None,None
5440,14,Repton Street,Kimberley,Hussain,39,Head,Single,Female,"Programme researcher, broadcasting/film/video",None,None
5441,14,Repton Street,Danny,Davies,42,Partner,Single,Male,Therapeutic radiographer,None,None
5442,14,Repton Street,Ellie,Hussain,22,Daughter,Single,Female,University Student,None,None
5443,14,Repton Street,Sylvia,Hussain,20,Daughter,Single,Female,University Student,None,None
5444,14,Repton Street,Darren,Hussain,11,Son,NA,Male,Student,None,NA
5445,15,Repton Street,Peter,Baker,58,Head,Married,Male,Mining engineer,None,None
5446,15,Repton Street,Joan,Baker,55,Wife,Married,Female,Market researcher,None,None
5447,16,Repton Street,Mark,Marsh-Turner,83,Head,Divorced,Male,Retired English as a second language teacher,None,Christian
5448,16,Repton Street,Matthew,Marsh-Turner,13,Grandson,NA,Male,Student,None,NA
5449,17,Repton Street,Jack,Morgan,51,Head,Single,Male,"Journalist, magazine",None,Christian
5450,17,Repton Street,Claire,O'Brien,49,Partner,Single,Female,"Conservator, museum/gallery",None,None
5451,18,Repton Street,Julie,Bryan,71,Head,Married,Female,"Retired Doctor, general practice",None,Christian
5452,18,Repton Street,Charles,Bryan,74,Husband,Married,Male,"Retired Programmer, applications",None,None
5453,19,Repton Street,Graeme,Watson,24,Head,Divorced,Male,Unemployed,None,None
5454,19,Repton Street,Conor,Watson,0,Son,NA,Male,Child,None,NA
5455,20,Repton Street,Lisa,Bailey,64,Head,Married,Female,Horticultural therapist,None,Christian
5456,20,Repton Street,Mathew,Bailey,66,Husband,Married,Male,Warehouse manager,None,Christian
5457,20,Repton Street,Alison,Bailey,44,Daughter,Single,Female,English as a second language teacher,None,Christian
5458,20,Repton Street,Pauline,Bailey,43,Daughter,Divorced,Female,Pension scheme manager,None,None
5459,1,Jones Spring,Stewart,Knight,43,Head,Married,Male,Learning disability nurse,None,Catholic
5460,1,Jones Spring,Ellie,Knight,41,Wife,Married,Female,Insurance underwriter,None,Catholic
5461,2,Jones Spring,Geraldine,Taylor,26,Head,Single,Female,Bookseller,None,None
5462,2,Jones Spring,Paul,Morley,28,Partner,Single,Male,Community education officer,None,None
5463,3,Jones Spring,Michelle,Mitchell,55,Head,Married,Female,"Designer, ceramics/pottery",None,Methodist
5464,3,Jones Spring,Dominic,Mitchell,58,Husband,Married,Male,Oceanographer,None,Methodist
5465,4,Jones Spring,Jessica,Davies,27,Head,Single,Female,Mining engineer,None,None
5466,4,Jones Spring,Kevin,Hawkins,25,Partner,Single,Male,"Engineer, communications",None,None
5467,5,Jones Spring,Jill,Wilson,44,Head,Married,Female,Writer,None,None
5468,5,Jones Spring,Mohammad,Wilson,46,Husband,Married,Male,Barista,None,None
5469,5,Jones Spring,Kathleen,Wilson,56,Cousin,Single,Female,"Accountant, chartered certified",None,None
5470,6,Jones Spring,Linda,Dunn,61,Head,Married,Female,Unemployed,None,Christian
5471,6,Jones Spring,Anthony,Dunn,68,Husband,Married,Male,Retired Sports therapist,None,Christian
5472,6,Jones Spring,Russell,Dunn,24,Son,Single,Male,Television/film/video producer,None,Christian
5473,7,Jones Spring,Michael,Burgess,75,Head,Single,Male,Unemployed,None,Christian
5474,7,Jones Spring,Mark,Burgess,39,Son,Single,Male,Phytotherapist,None,Christian
5475,8,Jones Spring,Abbie,James,36,Head,Single,Female,Unemployed,None,None
5476,8,Jones Spring,Luke,James,8,Son,NA,Male,Student,None,NA
5477,8,Jones Spring,Max,James,5,Son,NA,Male,Student,None,NA
5478,8,Jones Spring,Kelly,James,4,Daughter,NA,Female,Child,None,NA
5479,9,Jones Spring,Tony,Griffin,74,Head,Divorced,Male,"Retired Teacher, music",None,None
5480,10,Jones Spring,Jill,Pugh,49,Head,Married,Female,Unemployed,None,Christian
5481,10,Jones Spring,Lewis,Pugh-West,50,Husband,Married,Male,Administrator,None,None
5482,10,Jones Spring,Gail,Pugh-West,26,Daughter,Single,Female,Information systems manager,None,Christian
5483,10,Jones Spring,Christine,Pugh-West,23,Daughter,Single,Female,Regulatory affairs officer,None,None
5484,10,Jones Spring,Lindsey,Pugh-West,21,Daughter,Single,Female,University Student,None,None
5485,11,Jones Spring,Dylan,Connolly,49,Head,Married,Male,Television floor manager,None,Christian
5486,11,Jones Spring,Christine,Connolly,55,Wife,Married,Female,"Social research officer, government",None,Christian
5487,12,Jones Spring,Donna,Norman,33,Head,Married,Female,Furniture designer,None,None
5488,12,Jones Spring,Brian,Norman,31,Husband,Married,Male,Science writer,None,None
5489,13,Jones Spring,Sophie,Riley,55,Head,Divorced,Female,Museum/gallery curator,None,Christian
5490,13,Jones Spring,Anne,Riley,13,Daughter,NA,Female,Student,None,NA
5491,14,Jones Spring,Frances,Webb,36,Head,Single,Female,Newspaper journalist,None,Methodist
5492,14,Jones Spring,Adrian,Jones,54,None,Single,Male,Musician,None,Christian
5493,14,Jones Spring,Anne,Clarke,40,None,Single,Female,Human resources officer,None,Christian
5494,14,Jones Spring,Henry,Robinson,63,None,Single,Male,"Research officer, trade union",None,Christian
5495,15,Jones Spring,Debra,Browne,41,Head,Single,Female,"Research officer, political party",None,Catholic
5496,15,Jones Spring,Christian,Clayton,46,Partner,Single,Male,Adult nurse,None,Catholic
5497,15,Jones Spring,Stacey,Browne,15,Daughter,NA,Female,Student,None,NA
5498,16,Jones Spring,Joanne,Murphy,43,Head,Divorced,Female,"Programmer, multimedia",None,None
5499,16,Jones Spring,Diane,Murphy,17,Daughter,NA,Female,Student,None,NA
5500,16,Jones Spring,Judith,Murphy,9,Daughter,NA,Female,Student,None,NA
5501,16,Jones Spring,Reece,Murphy,6,Son,NA,Male,Student,None,NA
5502,16,Jones Spring,Edward,Murphy,3,Son,NA,Male,Child,None,NA
5503,17,Jones Spring,Jacqueline,Palmer,70,Head,Divorced,Female,Retired Manufacturing systems engineer,None,Christian
5504,18,Jones Spring,Chelsea,Martin,61,Head,Married,Female,Chartered legal executive (England and Wales),None,Christian
5505,18,Jones Spring,Ashley,Martin,58,Husband,Married,Male,Trade mark attorney,None,Christian
5506,19,Jones Spring,Charlotte,Hilton,55,Head,Married,Female,Secretary/administrator,None,Methodist
5507,19,Jones Spring,Michael,Hilton,58,Husband,Married,Male,"Surveyor, rural practice",None,Methodist
5508,19,Jones Spring,Sheila,Hilton,32,Daughter,Single,Female,Administrator,None,Methodist
5509,19,Jones Spring,Rachel,Hilton,16,Daughter,NA,Female,Student,None,NA
5510,20,Jones Spring,Kimberley,Miles,29,Head,Widowed,Female,Textile designer,None,Sikh
5511,20,Jones Spring,Marion,Miles,0,Daughter,NA,Female,Child,None,NA
5512,20,Jones Spring,Anthony,Holland,43,Lodger,Widowed,Male,Social worker,None,None
5513,20,Jones Spring,Nicole,Hamilton,33,Lodger,Single,Female,Hospital pharmacist,None,Catholic
5514,21,Jones Spring,Dawn,Black,81,Head,Married,Female,"Retired Teacher, early years/pre",None,Christian
5515,21,Jones Spring,Terry,Black,83,Husband,Married,Male,Retired Product/process development scientist,None,None
5516,22,Jones Spring,Eleanor,Clarke,26,Head,Single,Female,"Psychologist, educational",None,None
5517,22,Jones Spring,Leon,Daniels,21,Lodger,Divorced,Male,University Student,None,None
5518,22,Jones Spring,Harriet,Cooke,39,Lodger,Divorced,Female,"Producer, radio",None,Methodist
5519,22,Jones Spring,Yvonne,Morris,42,Lodger,Single,Female,Unemployed,None,Christian
5520,22,Jones Spring,David,Evans,35,Lodger,Single,Male,"Development worker, community",None,Christian
5521,23,Jones Spring,Lisa,Hayes,77,Head,Widowed,Female,Retired Social researcher,None,Methodist
5522,24,Jones Spring,Rachael,Stephens,42,Head,Single,Female,Unemployed,None,Jewish
5523,24,Jones Spring,Rachael,Stephens,15,Daughter,NA,Female,Student,None,NA
5524,24,Jones Spring,Daniel,Stephens,10,Son,NA,Male,Student,None,NA
5525,24,Jones Spring,Liam,Stephens,7,Son,NA,Male,Student,None,NA
5526,24,Jones Spring,Sandra,Stephens,3,Daughter,NA,Female,Child,None,NA
5527,25,Jones Spring,Brenda,Nixon,47,Head,Single,Female,Television floor manager,None,Catholic
5528,25,Jones Spring,Joseph,Nixon,12,Son,NA,Male,Student,None,NA
5529,25,Jones Spring,Stephen,Nixon,7,Son,NA,Male,Student,None,NA
5530,25,Jones Spring,Melissa,Nixon,5,Daughter,NA,Female,Student,None,NA
5531,25,Jones Spring,Amelia,Bates,35,Lodger,Divorced,Female,Science writer,None,Christian
5532,26,Jones Spring,Kathryn,Holt,30,Head,Single,Female,Agricultural engineer,None,Sikh
5533,26,Jones Spring,Alan,Ball,32,Partner,Single,Male,Animal technologist,None,None
5534,27,Jones Spring,Amelia,Porter,42,Head,Single,Female,Optometrist,None,Catholic
5535,27,Jones Spring,Richard,Morgan,52,Cousin,Single,Male,Corporate investment banker,None,Catholic
5536,28,Jones Spring,Claire,Webster,82,Head,Married,Female,Retired Educational psychologist,None,Christian
5537,28,Jones Spring,Mohamed,Webster,87,Husband,Married,Male,Retired Air traffic controller,None,Christian
5538,29,Jones Spring,Guy,Chapman,23,Head,Single,Male,Catering manager,None,None
5539,29,Jones Spring,Gail,Bird,26,Partner,Single,Female,"Accountant, chartered public finance",None,None
5540,30,Jones Spring,Harry,Kay,80,Head,Married,Male,Retired Actuary,Disabled,Christian
5541,30,Jones Spring,Jenna,Kay,78,Wife,Married,Female,Retired Medical technical officer,None,Christian
5542,30,Jones Spring,Ruth,Kelly-Kay,4,Granddaughter,NA,Female,Child,None,NA
5543,31,Jones Spring,Leah,Perry,34,Head,Married,Female,Naval architect,None,None
5544,31,Jones Spring,Callum,Perry,37,Husband,Married,Male,Financial adviser,None,None
5545,32,Jones Spring,Caroline,Wheeler,36,Head,Married,Female,"Scientist, research (maths)",None,Methodist
5546,32,Jones Spring,Terry,Wheeler,38,Husband,Married,M,Amenity horticulturist,None,None
5547,32,Jones Spring,Carolyn,Wheeler,15,Daughter,NA,Female,Student,None,NA
5548,33,Jones Spring,Susan,Bryant,78,Head,Married,Female,Retired Interior and spatial designer,None,Jewish
5549,33,Jones Spring,Nigel,Bryant,85,Husband,Married,Male,"Retired Pharmacist, community",None,None
5550,34,Jones Spring,Marie,Allen,40,Head,Divorced,Female,Conference centre manager,None,None
5551,35,Jones Spring,Tony,Daniels,45,Head,Married,Male,Ophthalmologist,None,Catholic
5552,35,Jones Spring,Dawn,Daniels,48,Wife,Married,Female,Orthoptist,None,None
5553,36,Jones Spring,Reece,Doherty,29,Head,Divorced,Male,Unemployed,None,Methodist
5554,36,Jones Spring,Andrea,Doherty,3,Daughter,NA,Female,Child,None,NA
5555,36,Jones Spring,Frank,Doherty,0,Son,NA,Male,Child,None,NA
5556,37,Jones Spring,Catherine,West,47,Head,Married,Female,"Designer, ceramics/pottery",None,Catholic
5557,37,Jones Spring,Mathew,West,50,Husband,Married,Male,Wellsite geologist,None,Catholic
5558,37,Jones Spring,Albert,West,12,Son,NA,Male,Student,None,NA
5559,37,Jones Spring,Bradley,West,10,Son,NA,Male,Student,None,NA
5560,37,Jones Spring,Derek,West,6,Son,NA,Male,Student,None,NA
5561,38,Jones Spring,Lynda,Hardy,59,Head,Married,Female,Chartered loss adjuster,None,None
5562,38,Jones Spring,Dominic,Hardy,60,Husband,Married,Male,Maintenance engineer,None,None
5563,39,Jones Spring,Luke,Thomas,50,Head,Single,Male,Software engineer,None,Methodist
5564,39,Jones Spring,Philip,Thomas,15,Son,NA,Male,Student,None,NA
5565,39,Jones Spring,Richard,Thomas,11,Son,NA,Male,Student,None,NA
5566,39,Jones Spring,Lauren,Thomas,4,Daughter,NA,Female,Child,None,NA
5567,40,Jones Spring,Danielle,Bell,29,Head,Married,Female,Trading standards officer,None,None
5568,40,Jones Spring,Ben,Bell,31,Husband,Married,Male,Land,None,None
5569,40,Jones Spring,Shaun,Bell,4,Son,NA,Male,Child,None,NA
5570,40,Jones Spring,Charlotte,Bell,1,Daughter,NA,Female,Child,None,NA
5571,40,Jones Spring,Caroline,Sims,41,Lodger,Single,Female,Armed forces training and education officer,None,Methodist
5572,41,Jones Spring,Tina,Dennis,24,Head,Divorced,Female,"Psychotherapist, child",None,None
5573,42,Jones Spring,Maureen,Richardson,55,Head,Single,Female,Product/process development scientist,None,None
5574,42,Jones Spring,Keith,Rees,56,Partner,Single,Male,Barrister's clerk,None,None
5575,42,Jones Spring,Sally,Richardson,19,Daughter,Divorced,Female,"Copywriter, advertising",None,None
5576,42,Jones Spring,Iain,Richardson,19,Son,Single,Male,University Student,None,None
5577,42,Jones Spring,Joanne,Richardson,16,Daughter,NA,Female,Student,None,NA
5578,42,Jones Spring,Diana,Richardson,13,Daughter,NA,Female,Student,None,NA
5579,43,Jones Spring,Louise,Coles,54,Head,Single,Female,Chartered public finance accountant,None,Methodist
5580,43,Jones Spring,Cameron,Baker,34,None,Single,Male,Translator,None,None
5581,43,Jones Spring,Sophie,Harris,60,None,Single,Female,Charity fundraiser,None,Christian
5582,44,Jones Spring,Judith,O'Sullivan,23,Head,Single,Female,Illustrator,None,None
5583,45,Jones Spring,Sarah,Smith,37,Head,Married,Female,Product designer,None,None
5584,45,Jones Spring,Jeffrey,Smith,37,Husband,Married,Male,Unemployed,None,None
5585,45,Jones Spring,Hannah,Smith,1,Daughter,NA,Female,Child,None,NA
5586,46,Jones Spring,Anne,Bailey,28,Head,Single,Female,Recycling officer,None,None
5587,46,Jones Spring,Carl,Bailey,6,Son,NA,Male,Student,None,NA
5588,1,Coniferhatch Drive,Colin,Fisher,67,Head,Married,Male,Financial risk analyst,None,Christian
5589,1,Coniferhatch Drive,Kerry,Fisher,63,Wife,Married,Female,Information systems manager,None,None
5590,2,Coniferhatch Drive,Dorothy,Todd,20,Head,Single,Female,University Student,None,Christian
5591,2,Coniferhatch Drive,Harry,Cross,19,Partner,Single,Male,University Student,None,None
5592,3,Coniferhatch Drive,Callum,Sims,22,Head,Single,Male,University Student,None,None
5593,4,Coniferhatch Drive,Aimee,Smith,67,Head,Single,Female,Medical illustrator,None,Christian
5594,4,Coniferhatch Drive,Geoffrey,Smith,28,Son,Single,Male,Legal secretary,None,Christian
5595,4,Coniferhatch Drive,Lesley,Smith,26,Daughter,Divorced,Female,Licensed conveyancer,None,Christian
5596,4,Coniferhatch Drive,Leonard,Smith,23,Son,Single,Male,Medical sales representative,None,Christian
5597,4,Coniferhatch Drive,Laura,Smith,19,Daughter,Divorced,Female,University Student,None,Christian
5598,5,Coniferhatch Drive,Katie,Williams,42,Head,Single,Female,"Engineer, communications",None,None
5599,5,Coniferhatch Drive,Stephen,Williams,13,Son,NA,Male,Student,None,NA
5600,5,Coniferhatch Drive,Ryan,Williams,9,Son,NA,Male,Student,None,NA
5601,5,Coniferhatch Drive,Anna,Williams,5,Daughter,NA,Female,Student,None,NA
5602,6,Coniferhatch Drive,Elliott,Lowe,57,Head,Divorced,Male,Agricultural consultant,None,None
5603,6,Coniferhatch Drive,Oliver,Lowe,14,Nephew,NA,Male,Student,None,NA
5604,7,Coniferhatch Drive,Patricia,Mason,22,Head,Married,Female,University Student,None,None
5605,7,Coniferhatch Drive,Hugh,Mason,19,Husband,Married,Male,University Student,None,None
5606,7,Coniferhatch Drive,Elliott,Ross-Mason,5,Son,NA,Male,Student,None,NA
5607,8,Coniferhatch Drive,Jasmine,Wyatt,67,Head,Widowed,Female,Hospital doctor,None,Catholic
5608,9,Coniferhatch Drive,Mathew,Pearce,28,Head,Single,Male,Horticultural consultant,None,Methodist
5609,10,Coniferhatch Drive,Jill,Bray,35,Head,Married,Female,Veterinary surgeon,None,None
5610,10,Coniferhatch Drive,Hugh,Bray,36,Husband,Married,Male,Hydrographic surveyor,None,None
5611,10,Coniferhatch Drive,Jean,Bray,0,Daughter,NA,Female,Child,None,NA
5612,10,Coniferhatch Drive,David,Flynn,26,Visitor,Single,Male,Dietitian,None,None
5613,11,Coniferhatch Drive,Leah,Humphreys,46,Head,Single,Female,Unemployed,None,Catholic
5614,12,Coniferhatch Drive,Georgina,Leach,30,Head,Married,Female,"Scientist, water quality",None,None
5615,12,Coniferhatch Drive,Jeffrey,Leach,32,Husband,Married,Male,Immigration officer,None,None
5616,12,Coniferhatch Drive,Jemma,Leach,10,Daughter,NA,Female,Student,None,NA
